'ID,STATE,ROLE,GRADE,SCHOOL_TYPE,EXPERIENCE,TAGS,DEVICES,PARTNERS,FEATURES,SUBJECT
359226,SD,Tech,High,Public,elevenFifteen,State,1to1,No response,No response,Geometry
359226,SD,Tech,High,Public,elevenFifteen,State,1to1,No response,No response,Algebra1
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,ComputerScience
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,Math
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,English
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,Music
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,ForeignLanguage
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,History
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,Science
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,Geography
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,Reading
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,Art
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,PE
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,Drama
366410,International,Tech,High,Private,sixteenTwenty,Bloom,1to1,No response,No response,Health
371145,International,Tech,High,na,na,na,BYOT,No response,#NAME?,Science
371145,International,Tech,High,na,na,na,BYOT,No response,#NAME?,Chemistry
371841,MT,Tech,High,Private,sixteenTwenty,CommonCore,computerLab,No response,No response,ComputerScience
371841,MT,Tech,High,Private,sixteenTwenty,CommonCore,computerLab,No response,No response,Math
371841,MT,Tech,High,Private,sixteenTwenty,CommonCore,computerLab,No response,No response,ForeignLanguage
371841,MT,Tech,High,Private,sixteenTwenty,CommonCore,computerLab,No response,No response,Italian
371841,MT,Tech,High,Private,sixteenTwenty,CommonCore,computerLab,No response,No response,Reading
371841,MT,Tech,High,Private,sixteenTwenty,CommonCore,computerLab,No response,No response,Chinese
371841,MT,Tech,High,Private,sixteenTwenty,CommonCore,computerLab,No response,No response,Art
371841,MT,Tech,High,Private,sixteenTwenty,CommonCore,computerLab,No response,No response,Drama
371841,MT,Tech,High,Private,sixteenTwenty,CommonCore,computerLab,No response,No response,Calculus
371841,MT,Tech,High,Private,sixteenTwenty,CommonCore,computerLab,No response,No response,PreAlgebra
371841,MT,Tech,High,Private,sixteenTwenty,CommonCore,computerLab,No response,No response,German
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,Math
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,English
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,ForeignLanguage
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,Albebra2
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,Geometry
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,PreCalc
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,History
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,Science
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,Geography
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,Algebra1
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,ESL
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,Calculus
374530,OK,Tech,High,Public,twentyMore,CommonCore,computerLab,PowerSchool,Interface with PowerSchool gradebook ,PreAlgebra
377194,UT,Tech,High,Public,elevenFifteen,Bloom,1to1,No response,No response,Other
379843,SC,Tech,High,Public,sixTen,CommonCore,BYOT,Google> Apps for Education,No response,English
382658,MA,Tech,High,Public,sixTen,Other,Other,No response,No response,Other
384937,MA,Tech,High,Public,zeroFive,Other,Other,No response,No response,Other
389138,NJ,Tech,High,Private,sixTen,na,computerLab,No response,Perhaps you should consider adding a drawing tool to answer questions.,ComputerScience
389219,GA,Tech,High,Public,zeroFive,State,1to1,No response,No response,Other
395831,LA,Tech,High,Private,sixTen,na,1to1,none,No response,ComputerScience
402671,International,Tech,High,Public,elevenFifteen,na,BYOT,No response,No response,ComputerScience
402671,International,Tech,High,Public,elevenFifteen,na,BYOT,No response,No response,Math
402671,International,Tech,High,Public,elevenFifteen,na,BYOT,No response,No response,PreAlgebra
404151,AR,Tech,High,Public,sixTen,Other,Other,No response,"Math symbols for answers, or a matching question",ComputerScience
404151,AR,Tech,High,Public,sixTen,Other,Other,No response,"Math symbols for answers, or a matching question",Other
407153,International,Tech,High,Public,sixteenTwenty,CommonCore,BYOT,"Google login integration and Facebook, too.",Audio? Video?,ComputerScience
407153,International,Tech,High,Public,sixteenTwenty,CommonCore,BYOT,"Google login integration and Facebook, too.",Audio? Video?,Science
409834,VA,Tech,High,Public,sixteenTwenty,Marzano,1to1,No response,No response,English
409834,VA,Tech,High,Public,sixteenTwenty,Marzano,1to1,No response,No response,ForeignLanguage
409834,VA,Tech,High,Public,sixteenTwenty,Marzano,1to1,No response,No response,ESL
409834,VA,Tech,High,Public,sixteenTwenty,Marzano,1to1,No response,No response,Spanish
409834,VA,Tech,High,Public,sixteenTwenty,Marzano,1to1,No response,No response,French
409834,VA,Tech,High,Public,sixteenTwenty,Marzano,1to1,No response,No response,German
409834,VA,Tech,High,Public,sixteenTwenty,Marzano,1to1,No response,No response,Japanese
410890,International,Tech,High,Public,elevenFifteen,State,computerLab,No response,No response,ComputerScience
417574,TX,Tech,High,Public,sixTen,State,BYOT,No response,No response,Math
417574,TX,Tech,High,Public,sixTen,State,BYOT,No response,No response,Albebra2
417574,TX,Tech,High,Public,sixTen,State,BYOT,No response,No response,Geometry
417574,TX,Tech,High,Public,sixTen,State,BYOT,No response,No response,PreCalc
417574,TX,Tech,High,Public,sixTen,State,BYOT,No response,No response,Algebra1
422009,International,Tech,High,Public,elevenFifteen,Other,1to1,No response,No response,Physics
422009,International,Tech,High,Public,elevenFifteen,Other,1to1,No response,No response,ComputerScience
422009,International,Tech,High,Public,elevenFifteen,Other,1to1,No response,No response,Science
422080,NM,Tech,High,Private,sixTen,Other,BYOT,I would say any and all you can forge partnerships with. All companies should leverage online training technology.,Don't know yet. Just getting started here.,ComputerScience
422080,NM,Tech,High,Private,sixTen,Other,BYOT,I would say any and all you can forge partnerships with. All companies should leverage online training technology.,Don't know yet. Just getting started here.,ForeignLanguage
422080,NM,Tech,High,Private,sixTen,Other,BYOT,I would say any and all you can forge partnerships with. All companies should leverage online training technology.,Don't know yet. Just getting started here.,Spanish
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,Physics
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,Math
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,Albebra2
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,Geometry
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,PreCalc
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,otherMath
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,Science
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,Biology
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,Chemistry
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,otherScience
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,Algebra1
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,Calculus
425162,International,Tech,High,Public,zeroFive,Other,1to1,No response,Video in quizes,PreAlgebra
427514,FL,Tech,High,Private,sixTen,na,na,No response,No response,History
427514,FL,Tech,High,Private,sixTen,na,na,No response,No response,Health
429524,CO,Tech,High,Public,sixteenTwenty,CommonCore,computerLab,No response,Where a student can add their name to a help-queue. I can pop them off and it allows them to re-enter.,ComputerScience
430583,MT,Tech,High,Public,twentyMore,CommonCore,computerLab,No response,No response,ComputerScience
432001,CO,Tech,High,Private,sixteenTwenty,na,computerLab,Badge management to provide a visual mechanism for gauging student learning accomplishment.,See above. That would be cool!,ComputerScience
437487,MO,Tech,High,Public,sixTen,na,Other,No response,No response,Other
437771,International,Tech,High,Private,zeroFive,na,BYOT,"Blakboard, Moodle, all the LMS companies","Up to 300 online users, all in the same room.",ComputerScience
